CP Num,Title,System,Component,Item,Description,Solution
"3964","Sales Stats Reprint","NA-GBMS 3","SALES STATS","SALES","CP3964 Reprint of Month End Sales Stats","After Month End EOD has been run, sales statistics clear out old month accruals to prepare for the new month and there is no recovery of those numbers on GBMS. However the GBMS Report Writer program has, in the Sales folder, the ""Sales Statistics by system date"" report, which will create the report from a special-capture archived file in the system. It may be printed, copied to flash drive, or emailed.

1) Click on the Start button, select All programs
2) Click on GBMS Report Writer - password = admin
3) Click on the Sales folder
4) Double-click Sales Statistics by system date
5) Click the Values button and select the date needed, then click OK
6) Report will generate - at the top Click the icon for the out put options, printer pic, tab for copy to flash drive or letter for email"
"3966","Order Upload error code 0","NA-GBMS Tire HQ","TIRES & ORDERING","ORDERS","CP3966 User is attempting to place an order via the Order Upload function and getting error code 0 after clicking Place Order","This is a known issue with Tire-HQ Order Upload when a user enters an RDD (Requested Delivery Date) and not entering a DNDB (Do Not Deliver Before) date.

The work-around to the issue at the moment is to enter in a DNDB date. If they ask what date they should put in, please explain that the DNDB date allows a time frame of dates to be entered between the DNDB and the RDD. If they do not care tell them they can enter tomorrow's date.

Please advise user of work-around and close the ticket."
"3968","Chip-&-Pin Usage","NA-GBMS 3","POINT OF SALE","CREDIT CARD-EPX","CP3968 Chip-&-Pin Usage Questions (Please update with the reason for the call - be specific please)","Use this common problem to record calls on problems handling usage of the new Ingenico devices on Point of Sale invoices..."
"3969","Retail stores Chip-&-Pin Installation","NA-GBMS Hardware","INGENICO","INGENICO","CP3969 Chip-&-Pin Hardware Installation","Use this common problem to handle problems on installation of the Ingenico devices

 Instructions can be found on S:GBMS/CLIENT/INGENICO/SetupInstructions.pptx"
"3974","Chip-in-Pin Usage - F5 Print Doc process","NA-GBMS 3","POINT OF SALE","DOC TOTAL","CP3974 Chip-&-Pin Usage - F5 Print Doc process","With the release of the code for the CIP update, many users are pressing ""Enter"" instead of F5 Print Doc at the Document Total screen - this no longer prompts the credit card entry screen or activates the Ingenico device.
 Users must now press F5 Print Doc to activate the display on the Ingenico device and the screen requirement for credit card entry -  then Press F1 Cust Swipe to continue...."
"3978","Chip-&-Pin Usage - GCC 6/12 months No Interest","NA-GBMS 3","POINT OF SALE","CREDIT CARD-EPX","CP3978 Chip-&-Pin Usage - REVISED -GCC 6 months SAC - APR","When users are billing a Goodyear CC,  press enter at Doc Total, then select 6 months SAC and enter, they are then prompted to select an APR rate from a listing of them on screen. It does not appear to matter which ever they select - after sending through for approval, Citibank applies the correct percentile amount...developers are working to eliminate the APR selection screen, no ETA as to when this will be changed....***REVISION*** the only time the APR requirement will be asked is if it is a manually keyed CC now. per developers..."
"3980","Chip-&-Pin Usage - Down payment on CC process","NA-GBMS 3","POINT OF SALE","CREDIT CARD-EPX","CP3980 Chip-&-Pin Usage - Down payment on CC process","When users are billing an invoice started as cash and then change the option of payment to credit card, they must tab back up to the down payment field, enter the amount, then tab down to the form(s) of the amount of payment in the check and/or cash field(s), and then press enter to validate those entries. They then may press F5 Print Doc to continue as normal for charging the credit card."
"3983","Kronos New, Transferred or promoted employees","NA-GBMS 3","KRONOS","TRANSFER/PROMOTED","CP3983 New Employees, Transfer or Promoted Employees Not in Kronos","We can not enter any of these employees into the Kronos System.
Please have Location enter or correct these employees in the Workday
Application.      The URL is     selfservice.goodyear.com   using GoPass PW

Any issues with entering or questions regarding that process should be directed to the
Associate Self Service Help Desk at 844-449-4772
If they have called there and could not get assistance they must then call their HR Rep.
Advise Location and close ticket."
"3984","National Account Pricing Link","NA-GBMS Tire HQ","TIRES & ORDERING","TIRE FINDER","CP3984 A user using the new link for Idealease pricing is having an issue. Include issue user is having with link below and open the ticket to Tire-HQ Support. Be sure to include name and call-back number before opening the ticket.

Issue:","Include the issue with the link in the description, and the user's name and contact information in the proper fields."
"3985","PPRS is in use/ PPR Locked","NA-GBMS 3","INV ADMIN","PARTS-ROM","CP3985 Why when I try to bring up my PROM and pull a vendor get ""PPRS is in use"" or ""PPR locked"" message.","""Go into plus and run the following script:

SQL>@/u/sql/lockppr.sql (enter)

Everything you need to answer the questions is displayed:
vendor number (enter)
ppr # (enter)
version # (always 0) (enter)

Should get a message indicating the effort was successful.

SQL> commit;

SQL> exit

Advise user they are okay to pull up the document."""
"3986","Need additional Ingenico Chip & Pin readers","NA-GBMS Hardware","INGENICO","INGENICO","CP3986 I received fewer Ingenico Chip & Pin readers than I had of the original units.","Retail Management decided how many new Chip & Pin Readers each location was to receive.  If the location insists they need more readers than they received, update this ticket and send it to Hw/Comm."
"3988","Chip-&-Pin Usage - Approval field access","NA-GBMS 3","POINT OF SALE","CREDIT CARD-EPX","CP3988 Chip-&-Pin Usage - Approval field access - Goodyear Card","When customers have swiped their credit cards and are declined, users must press F5 Print Doc again to place the cursor in the Approval field so as to enter a voice-authorized approval number."
"3993","Physical Inventory Control","NA-GBMS 3","INV ADMIN","PHYSICAL INV","CP3993 Set Control Indicator","PHYCL
Select Month to set Indicator
Cycle A: Tires and Tubes and/or Cycle B: Parts
Choose Product order or Dept Order
To verify that Indicator was set, access the PROF (Location Profile) to view Phys Cutoff IND and Physical Final Date"
"3995","Chip-&-Pin ? CC Voice Authorizations","NA-GBMS 3","POINT OF SALE","CREDIT CARD-EPX","CP3995 Chip-&-Pin ? CC Voice Authorizations","If a customer?s card is declined and the customer calls the call Center and receives a voice authorized approval #, the user press F5 Print Doc again and the cursor goes to the Approval field for the entry, then complete as normal.

If the location is having communications issues at the time of the sale and the user has to call the Center for voice authorized approval #, they must have the CC#, expiration date MM/YY, and CCV code off the card?then the document must be started as a Manual Document and the user presses F5 Print Doc?the customer (or user, if not there) presses Enter Card button on the Ingenico display, types the CC#, expiration date MM/YY, and CCV code and presses enter?this places the cursor in the Approval field for manual entry on the GBMS Doc Total screen."
"3996","Ingenico Reset","NA-GBMS Hardware","INGENICO","INGENICO","CP3996 Location called to reset Ingenico after update","Hold down clear & minus buttons on Ingenico"
"3997","Credit error when doing credit to credit card","NA-GBMS 3","POINT OF SALE","CREDIT CARD-EPX","CP3997 Dealer is crediting back a customers credit card and getting an error 30 format error when they scan the card.","Until further notice when doing a credit to a credit card they must make sure to print the workorder and they must hand key the credit card on the Ingenico swipe."
"3998","Goodyear Wholesale Price and Availability Issues","NA-GBMS Goodyear Wholesale","Product Search","Search by Size","CP3998 User calling in saying they cannot see Availability/Buy Price in Tire Finder AND/OR Order Qty is 100 in Tire Finder AND/OR Tire Dolly is missing from Goodyear Wholesale.

Username(s):","Please let user know developers are working to correct the issue. If caller does not have a username to provide, please close ticket.

Level 2/3 Tire-HQ support can correct the issue on a username by username basis.
Either IM the username(s) and close ticket OR include username(s) in ticket and open to be corrected.

Also, if a Wholesale Center Employee calls in, advise they can email the helpdesk at tirehq.helpdesk@goodyear.com with any usernames they need corrected that they do not have at the time of the call."
"400","Ameraan short paid location","NA-GBMS 3","A/R","AR PAYMENTS","CP400 Received a payment check from Ameraan and it is not the full amount.","If a location processes a tire claim at a higher retail price than originally sold, (ex: original tire sold at a locked in sale price) Ameraan will only pay claim based on the 'original' price not the 'current' price.  The policy letter is misleading as it says the claim will be based on current selling price or retail market price.  Any short payments by Ameraan to Acct 67 or 68 will be written off thru a journal ticket by Retail Accounting. Questions should be directed to Retail Accounting."
"4001","Vehicle Selector Issues","NA-GBMS Tire HQ","TIRES & ORDERING","TIRE FINDER","CP4001 User calling in saying that the Vehicle selector will not allow them to select a year. This is affecting Tire Finder and Adjustments.","There is a known issue with the vehicle selector in Tire-HQ at this time. We do not have an ETA for when the fix will be implemented.

For Tire Finder issues, advise the user that they can use the vehicle selector on Goodyear.com to find vehicle fitment and apologize for any inconvenience.

For Adjustment issues they will need to skip selecting the vehicle in order to complete the adjustment at this time."
"4002","Fleet HQ Changes","NA-GBMS Tire HQ","GOODYEAR WEBSITES","COMMERCIAL / OTR","CP4002 Fleet HQ made some changes to their page on Tire-HQ.","Some links are not on the Fleet HQ page off Tire-HQ  now.
*****User will now also have to LOG IN with a separate username and password.

Log in assistance should be directed to Fleet HQ at 866-503-0510 or they can click the link on the Fleet HQ page to complete a registration form.

Please enter all user information on this CP so that we can use this as reference to send to Fleet HQ with how many calls we receive on this."
"4005","MAM","NA-GBMS 3","CUSTOMER RELATIONS","CUSTOMER CONCERN","CP4005 MAM questions regarding  the rollout and related questions.
Also referred to as Vast Online","Answers to a lot of Questions can be found in the Goodyear Dealer Pack (Vast Online) sent by Mike Gron.   Also a saved copy in S:\GBMS\CLIENT\GBMS Support Info

file://akrshare01/share/nat/GBMS/CLIENT/Vast.pdf"
"4007","Product Code Invalid in Transactions","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERIES","CP4007 Product Code is invalid when attempting to process a Delivery on Tire-HQ","Please advise that Programmers are aware and working to resolve.  An emergency message has been placed on the site.  The message will be removed once this has been corrected.  Close ticket."
"4008","Fleet-HQ Changes","NA-GBMS Tire HQ","GOODYEAR WEBSITES","COMMERCIAL / OTR","CP4008 User is calling in asking why there are links missing on the Fleet-HQ page.","The Fleet-HQ page on Tire-HQ has been changed. There are only two links, the Dealer Solutions Portal and the Enrollment links. All the functions and information that was normally accessed in the other links can now be accessed through the Dealer Solutions Portal. It is a separate login, and any questions or concerns will need to be addressed by Fleet-HQ at phone number 866-503-0510."
"4009","California Battery Tax effective 4/1/2017","NA-GBMS 3","POINT OF SALE","DOC TOTAL","CP4009 California Battery Tax effective 4/1/2017","ATTENTION ALL LOCATIONS IN CALIFORNIA:

The state of California has enacted a lead acid battery tax of $1.00, effective 04/01/2017. The required changes have been made in GBMS and will be implemented on that date. Sales of batteries will generate the $1.00 battery tax in the totals section of the invoice. The only exemptions for this new tax/fee are sales for resale and replacement of a battery under a warranty.

GBMS Support Team

03/28/17 -the message above was placed on the home page of all stores and dealers in California. You may get some additional questions regarding battery and warranty codes.

 Stores:
Stores sell batteries under 034201
Stores adjust batteries under 034001


Dealers:
Can sell batteries under codes in department 201, Dealer Product codes (39x) tied to 201/660 pilot code for batteries, or if they are on PIMS can use 034201.
Can adjust batteries under 201100000 or 034201."
"4010","Tires are not in Tire Finder -Search by Size","NA-GBMS Tire HQ","TIRES & ORDERING","TIRE FINDER","CP4010 All Tires are not coming up in Tire Finder","Programmers are aware and working to resolve.  A price update was not completed.  Please advise to try later or for immediate assistance to place order they can contact infolink at 800-755-2772."
"4011","Page Cannot Be Found","NA-GBMS Tire HQ","LOGON","ACCESS","CP4011 When user log into Tire-HQ, they are getting a Page Cannot Be Found with URL http://apps.tire-hq.com/thq/protected/nav/logout.htm?message=User%20unauthenticated.

//----------------------------------------------------------------

Ensure this is not a 404 page cannot be found bookmark issue.

//----------------------------------------------------------------

UN:","Open ticket with username."
"4012","Company Name change","NA-GBMS 3","ADMIN","LOCATION PROF","CP4012 I need to change the name of the company?","Goodyear Rep must submit a CIU form."
"4013","Ultimate Vendor Certificate Fax #","NA-GBMS Tire HQ","FINANCIAL","FORMS","CP4013 Fax number for Ultimate Vendor Certificate","330-796-2314"
"4019","User Account Changes","NA-GBMS Tire HQ","LOGON","ACCESS","CP4019 When user logs in or navigates the site, their account/name changes in the upper right hand corner.
UN:
Web Browser:","The developers are working on a resolution for this issue. Inform the caller this is an issue we are working on. If the location is NOT a Goodyear location open the ticket, otherwise close it."
"402","How to change emp address, job descp, phone # and ","NA-GBMS 3","PERSONNEL","DSP EXISTING","CP402 I need to change an employees address/ job descp/ phone# or 100ths time clock, how do I do this?","DEALERS ONLY
1) From Main Menu select Personnel option.
2) From Personnel menu select option for Display Existing Employee.
3) Type in the emp # of whom you wish to make the change and press enter.
4) Tab to the field you need to change.
NOTE: If you dim the contrast the fields that are highlighted can be changed.""

STORES MUST CONTACT DISTRICT MANAGER FOR EMPLOYEE ADDRESS CHANGES."
"4020","Goodyear.com Pricing","NA-GBMS Tire HQ","TIRES & ORDERING","PRODUCT INFO","CP4020 Goodyear.com Pricing shows NA due to Business decision.","Please collect information on this if callers should call about pricing for Goodyear.com not showing on THQ and GYW.com"
"4021","Tasks Widget Not Working","NA-GBMS Tire HQ","HOME","TASKS","CP4021 Tasks Widget does not show Alerts for new unprinted invoices, invoices on hold, roadside call reports, G86 reports, deliveries on hold etc.","Please advise that we are aware, and working to correct.  In the meantime - please show them how to find this information from the home page.

Transactions Tab = Deliveries on hold, Deliveries sent, Roadside Service Call Reports

Financial Tab = Invoices for Unprinted/Printed Invoices, delivery reports to view G86 reports

Tires and Ordering Tab = tire dolly

Dealer Programs = National Account look up under Manual & Info, Government Accounts Info under Approvals Info & Pricing"
"4022","Old Invoices Are Queuing/New Not Printing","NA-GBMS Tire HQ","FINANCIAL","CUSTOMER ACCOUNTING","CP4022 Invoices that were queued and Printed at earlier date are now showing up again.","Location keeps getting sent back to already printed invoieces instead of continuing on with the unprinted ones.  They are having trouble printing new ones.  They have trouble getting invoices in general.
We've noticed that this may be an Internet Explorer issue.

Advise that we're working on the problem.  Suggest maybe trying Mozilla Firefox or Google Chrome browser.

Log this with this common problem and close ticket.  Thanks"
"4023","GBMS Cleanup for VAST changeover","NA-GBMS 3","CUSTOMER RELATIONS","CUSTOMER CONCERN","CP4023 What do I need to do to clean up my GBMS system for the VAST changeover?","Please see the following attachment:

file://akrshare01/share/NAT/GBMS/CLIENT/VAST/Data%20CleanUp.docx"
"4029","Retail Store hours changes","NA-GBMS 3","ADMIN","LOCATION PROF","CP4029 Store Hours are incorrect on my Invoices or on the Goodyear Web Site","Please click on the link below for Instrucations that the ASC can find on GO Retail.

file://akrshare01/share/nat/GBMS/CLIENT/Changing%20store%20hours.pdf"
"4031","Sales Status Report","NA-GBMS Tire HQ","FINANCIAL","REPORTS","CP4031 Sales Status Report does not generate report when using specified dates.","This is an issue the developers are aware of. A fix is in the works and going through testing before release."
"4032","Recent Online Orders","NA-GBMS Tire HQ","TIRES & ORDERING","ORDERS","CP4032 Order Status Recent online Orders from the last 7-10 days are not showing on main Order Status page.","Maintenance had to be done that required recent orders to be cleared.  Recent Online Orders placed before yesterday afternoon in the last 7 - 10 days will not show on Tire-HQ under Order Status.  They will not be able to see their recent orders on the main Order Status page only (shown in red below), however, they should be able to run a report on the left side to see all orders placed.

Orders should show on the main page from yesterday afternoon going forward.

Please advise and close."
"4035","TPP Failure and Invoices Not Printing","NA-GBMS Tire HQ","FINANCIAL","CUSTOMER ACCOUNTING","CP4035 When going to print invoices, the PDF does not generate and just a grey window opens up. Also affected is TPP uploads, which stick at the processing bar.","The developers are aware of the issue and working on a resolution."
"4037","DR Pages fail to Proceed","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERIES","CP4037 Delivery Receipts will not navigate past the requirements screen. Clicking next just reloads the requirements screen with no error. TPP uploads and downloads are also failing.","Developers are looking into the issue."
"4038","Credit Card Authorization Not Loading","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERY MANAGEMENT","CP4038 Wingfoot / Goodyear Commercial Tire Center cannot access credit card authorization. When they click the link to generate a new token a blank square is loaded, but there are no input fields.","There is an issue on their network that is blocking the connection to this service. They have been made aware of the situation."
"4039","Tire Finder Stuck Processing","NA-GBMS Tire HQ","TIRES & ORDERING","TIRE FINDER","CP4039 Tire-HQ or Goodyear Wholesale gets stuck on processing when trying to search for a tire.","Clear cache and cookies for the user's browser, close the browser completely, then open a new window.

ctrl+shift+delete will bring up the window to clear browsing data in all browsers.

Internet Explorer
1. Make sure preserve favorites website data is unchecked
2. Make sure Temporary Internet Files and Website Files is checked
3. Make sure cookies and website data is checked
4. Make sure everything else is unchecked
5. Press delete and wait for the spinning wheel on the cursor to stop
6. Close all browser windows
7. Open a new window

Google Chrome
1. Make sure you choose to delete the following items from the beginning of time
2. Make sure Cached images and files is checked
3. Make sure Cookies and other site data is checked
4. Make sure everything else is unchecked
5. Press clear browsing data and wait for the spinning wheel on the cursor to stop
6. Close all browser windows
7. Open a new window

Firefox
1. Make sure Timerange to clear is set to Everything
2. Make sure Cache is checked
3. Make sure Cookies is checked
4. Make sure everything else is unchecked
5. Press Clear Now and wait for the spinning wheel on the cursor to stop
6. Close all browser windows
7. Open a new window"
"4040","Dealer needs an approval for A/R sale","NA-GBMS 3","A/R","AR CREDIT APPV","CP4040 Dealer Location is processing an A/R sale and system is asking for credit approval","Main menu - Choose Option 10 - Accounts Receive (AR)
Choose Option 5 - A/R Credit Approval (TCA)

Fill in Customer number, A/R Account number and sale amount (Following info on the screen)
This will generate an approval # that they will need to complete the Invoice."
"4041","","NA-GBMS Tire HQ","TIRES & ORDERING","TIRE FINDER","CP4041 Commercial Dunlop and Kelly Tires not showing on Tire-HQ","Please advise locations that we are working to correct"
"4042","Retail M506 Printer Install","NA-GBMS Hardware","PRINTER","HP M506","CP4042 HP Tech calling with issues or questions during the initial install of the M506 printer for a Retail Location","Please transfer this ticket along with the HP tech to Larry 6-3606 or Brad 6-4393 after checking to make sure they are available."
"4043","Foreign Brand Codes and DOT Registration","NA-GBMS 3","","","CP4043 FB tire codes and registration - 1) What Foreign Brand (FB) codes does the location use? 2) How do Dealers register the DOTs for FB tires?","1) RETAIL locations will look up the appropriate 668 or 669 code for POS and DRs.

DEALERS will use 046010 (auto) and 046011 (light truck) for DRs. For POS, Dealers should use codes from the Dealer Product File (DPF) when stocking, tracking and replenishing are required. Then, non-stocking codes 347(Auto), 348(Light Truck), and 349(Med Comm)-000XXX,  (where XXX= costs within $5 increments on Auto & Light Truck, $25 increments on Med Comm) are provided for In/Out with no stocking, tracking and replenishing when not required.

2) Dealers cannot register the DR's 046010 or 046011 used via Tire Regs option, as they are ""service codes"", no convention to do so at all...only as additional info message in the requirements panel or adding the info in the Serial Number field on the line or adding a line in Merchandise Verify. Dealers reconcile the inventory ( INV B & S reduction + JT's to offset Sales/COS 33900/43900 to tire dept Sales/COS 309-312/40900-4120000 ) for GP in corrected $$ categories.POS docs - The DPF's when piloted to 660XXXXXX or Goodyear codes and/or the 668-669 codes allow the user to use Tire Regs option, but are not required to (no prompt) - they have to actively remember to do so themselves."
"4045","Element Plate Issues","NA-GBMS Tire HQ","TRANSACTIONS","DELIVERIES","CP4045 Cannot bill out element 6383/6384; Not accepting license plate values in any format.","Inform caller that it is a known issue that we are working on. Advise caller to gather the rest of the requirements and place the doc on hold, send and queue tomorrow."
"4047","Element Plate Issues","NA-GBMS 3","DELIVERY RECEIPTS","75","CP4046 Cannot bill out element 6383/6384; Not accepting license plate values in any format.","Inform caller that it is a known issue that we are working on. Advise caller to gather the rest of the requirements and print final tomorrow."
"409","Sonsio Road Hazard w/o Selling a Tire","NA-GBMS 3","POINT OF SALE","SONSIO","CP409 How do I bill out a road hazard without selling a tire?",""" 1. Start document on POS as CASH, AR, or CREDIT CARD.
 2. Enter new customers name or pull up name from customer history.
 3.  Select vehicle when entering the customer information screen.
 4.  On the work order or merchandise verify screens, type the code 092206, tab, type the selling price of  the road hazard,  press enter.
 5. The selling price of the road hazard is 10% of the tire to be covered by the warranty with a minimum of  $6 for a tire that sells for $60 or less.
 6.  After you have entered the mechanic number on the service screen, the system will go to the tire registration screen.
 7.  Type the registration number of the tire the road hazard warranty will cover.  The description on the tire registration screen will be  'ROAD HAZARD'.
 8.  If you are selling more than one road hazard without selling a tire, the tire registration screen will prompt for a DOT number for each tire.
 9. Go to document total screen and finalize the document."""
"412","Sonsio - Billing downgraded tire","NA-GBMS 3","POINT OF SALE","SONSIO","CP412 Processing an Sonsio Adjustment Type W and replacing the original tire with a lesser priced tire.  How do you give the customer credit and how does this affect billing to Sonsio?","""The charge to Sonsio is based on the replacement price of the original tire ONLY.  The document should be billed as a Corporate Issue Refund to the customer.  The store will receive credit for the original tire from Ameraan on
Acct #67."""
"413","Sonsio - 092206 Error Message","NA-GBMS 3","POINT OF SALE","SONSIO","CP413 CANNOT TELL WHICH TIRE TO ASSOCIATE WITH ROAD HAZARD, message displays on screen.","If 092206 code is entered separately instead of entering Y in the RH field on the tire line, the screen will display this message.  To correct, bring each    tire line down on merchandise verify and type Y in the RH field so that the code will automatically generate and identify with the tire which is being sold.  Delete the 092206 code manually entered to the screen."
"424","106 Support Account Reconciliation report","NA-GBMS 3","ACCOUNTING","REPORTS","CP424 Inquiries on 106 Support Account Reconciliation report.","""1) This report reflects the difference between average cost and selling price as a debit for the dealer and the difference between acquisition cost as a credit from WOC.
2) Account 10600 may have minor differences which:
IF a CREDIT balance, could be journal ticketed to Cost of Sales as a PROFIT.
IF a DEBIT balance, could be journal ticketed to Cost of Sales as a LOSS.
3) If the debit balance is extremely large, it could mean that some tires were costed at B-300 prices before any average cost was established.  In this case there would be an average cost adjustment at month end from the stock ledger which would go to gross profit.
4) If it is a large debit balance which has accummulated over several years,
offset with reserve for inventory loss or 42800, Merchandise over and short - Cycle A."""
"428","Edits for Canada National Accts","NA-GBMS 3","DELIVERY RECEIPTS","75","CP428 I am having a problem with a requirement edit on Canadian national accts, highlighted field is in error, call support.
TC75","Go to WAD and type in the Canadian National Account Non-sig and choose screen 24.
Notate the 4 digit number in the BB - MAN REF NO  XXXX
Go to the WAZ screen and type in this 4 digit# in the N/A Page field and the Non-Sig #.

This should take you to the requriements for the national account."
"440","ALPHA SEARCH ACCOUNTS UNDER 100","NA-GBMS 3","POINT OF SALE","A/R CHARGE","CP440 CANNOT DO AN ALPHA SEARCH ON AN ACCOUNT # THAT IS UNDER 100  (EXAMPLE  -   CAS WARRANTY)","""TO SEARCH ON AN ACCOUNT UNDER 00100 (SUNDRIES ACCOUNTS) , IN THE SEARCH NAME PRESS THE SPACE BAR AND THEN ENTER THE NAME OR PORTION OF THE NAME.
THE TRADE STYLE FOR ANY OF THE A/R ACCOUNTS UNDER ACCT # 100 HAS ALWAYS HAD ONE SPACE IN FRONT OF THE TRADE NAME.  THIS IS INTENTIONAL AND WAS FOR THE PURPOSE OF FORCING THESE KINDS OF ACCOUNTS TO PRINT FIRST WHEN PRINTED ALPHABETICALLY."""
"441","DMS - Inventory correction - screen only","NA-GBMS 3","INV ADMIN","INV CORRECTIONS","CP441 Inventory correction - screen only","""ENTER IN THE DIFFERENCE.
EXAMPLE IF SALESAID SHOWS 5 AND YOU ACTUALLY HAVE 8 YOU WOULD ENTER 3.  IF SALESAID SHOWS  - 2 AND YOU ACTUALLY HAVE 5 YOU WOULD ENTER 7.  IF SALESAID IS IN A NEGATIVE STATE THAN YOUR DIFF YOU ENTER HAS TO INCLUDE COMNG UP FROM THE NEG AMT  TO 0  THAN WHAT EVER THE COUNT IS HAS TO BE ADDED TO THAT."""
"442","Visa I.M.P.A.C. credit card for government accts","NA-GBMS 3","POINT OF SALE","CREDIT CARD","CP442 How do I make the Visa I.M.P.A.C. credit card for government accounts tax exempt?","""The Visa IMPAC card is a Federal Govt credit card and should be billed as a COB 4. On the document total screen press F4 (change options) and tab to the last field, tax status, and type a 3 (for exempt, which is for sales tax only, all Federal Agencies pay fed excise tax) press enter..
The tax exempt option screen will display, type in the option from the choices given, (Federal government,) press enter."""
"454","Have not recv'd credit from Sonsio","NA-GBMS 3","POINT OF SALE","SONSIO","CP454 I have not received credit from Sonsio, what should I do?","You should receive credit from Sonsio within 30 days.  IF you have not received credit from Sonsio within 45 days call 1-866-237-0321."
"464","Sonsio COB 1","NA-GBMS 3","POINT OF SALE","SONSIO","CP464 ""Road hazard (Y) on adjustment screen is
not generating selling price.""

Also may generate error ""Cannot tell which tire to associate to road hazard sale"" if dealer attempts to add the code at mdse verify","You can not sell Sonsio Road Hazard on COB 1 accounts."
"47","Order/Receive parts from Chrysler/Toyota","NA-GBMS 3","INV ADMIN","PARTS-ROM","CP47 IMS location trying to order/receive Chrysler parts from local dealer.  System will not accept vendor number 7058 (Corporate Vendor # - Chrysler)","""7058 is the Corporate Vendor for Chrysler in Detroit. .  A location never does anything with Chrysler in Detroit ,they order and receipt parts from a local dealer.  Prior to ordering/receipting parts from the local dealer:

1.  Go to Vendor Maintenance for the local dealer vendor #.
2.  Tab to the """"Corp Vend"""" field and type in 7058 (Chrysler)   Press enter.

This will generate a """"Y"""" in the """"Corp Pay"""" field.  This number associates the local vendor with the corporate vendor number so that no payable lines are created when working with this vendor."""
"473","SPS - END OF DAY","NA-GBMS 3","END OF DAY","EOD CUTOFF","CP473  I tried to process EOD and received message ""Batch was empty - No Audit Trail printed"".  Why?","The location has not processed any credit card transactions since their last End of Day that need to be sent through for processing."
"476","BILLING OUT A CREDIT  CARD","NA-GBMS 3","POINT OF SALE","CREDIT CARD","CP476 How do I bill out major credit cards?","""1.  Type employe # on POS screen, TAB to Option.
2.  Type appropriate credit card symbol: M, V, P, etc.
3.  Select customer in the usual manner.
4.  To bill out credit card on Customer Work Order Screen, type """"Y"""" in the Cred Card Options Field, ENTER.
5.  F1 SWIPE CARD (if using Magtek reader, swipe either from the left or right, with magnetic bar facing you; if using Pinpad reader, swipe from left to right, with magnetic bar away from you).
6.  The screen will prompt you for the last 4 digits of credit card number. Type numbers and press ENTER.
7.  F4 KEY ENTRY will allow manual entry of credit card.
8.  F8 RETURN removes the pop-up window.  Completing any of the above options will return you to the Customer Work Order screen to complete the document.
9.  IF YOU ARE USING GOODYEAR CREDIT CARD:  You will receive additional options:  SELECT F1 CREDIT CARD ENTRY; SELECT F2 OPEN TO BUY (which will allow you to view $ open to buy).
10. Bill out merchandise and/or services.
11. Proceed to document total, PRESS F5 PRINT.
12. If you DID NOT enter credit card info on Cust Work Order screen, window will pop up for the entry. F1 SWIPE allows reduced rate; type the last 4 digits of the credit card, ENTER; F4 KEY ENTRY allows manual entry; F8 RETURN returns you to the Document Total screen.
13. After successful swipe of card, modem will dial to SPS; screen will display PROCESSING AUTHORIZATION REQUEST, PLEASE WAIT.  If approved, document will automatically print out.  If declined """"AUTHORIZATION DECLINED-SELECT (CHANGE OPTION), (SAVE), OR (VOID)"""" will display."""
"478","EPX - CASH BACK","NA-GBMS 3","POINT OF SALE","CREDIT CARD","CP478 How do I give customer cash back?","""1.  Bill out customer following Debit Card procedure.
2.  At Document Total, BEFORE YOU PRESS F5 PRINT, press F8 ALT KEYS.
3.  Press F1 CC OPTIONS.
4.  A pop-up window will display for DEBIT CASH BACK.
5.  Type amount of cash customer requires.
6.  Press ENTER.
7.  Debit Cash Back will appear in top field with Debit Card Total at the bottom of window.
8.  Press F8 RETURN.
9.  Document Total Screen will show $ Amount Charged and Change Due.
10. Press F5 Print.
11. Pop-up window will display """"Please Swipe Card Now"""".
12. Swipe card, magnetic strip down, facing away, left to right (within ten seconds).
13. If you take more than ten seconds, you will receive a """"TIME OUT ERROR"""" on the screen.
14. Answer """"Y"""" to swipe card again.
15. Satellite will dial to EPX and authorization will appear on Document Total Screen.
16. Final document will print out automatically.
17. If card is rejected, must finish prompts on screen and then void or change payment type."""
